publicationNumber,applicationDate,publicationDate,priorityCountryRegion,supplementaryPriorityCountryRegion,numberOfInventors,IPC,numberOfClaims,numberOfPagesOfDocuments,numberOfCitedPatents,numberOfPatentsCitedBy,numberOfNonPatentLiteratureCitations,patsnapFamilyPatentApplicationNumber,patSnapFamilyCitedPatentTotal,numberOfCitationsWithin3Years,numberOfCitationsWithin5Years,inpadocFamilyPatentApplicationNumber,simpleFamilyCitedPatentTotal,currentNumberOfApplicantsPatentees,simpleFamilyPatentApplicationNumber,legalStatusEvent,patentType
US11313800B2,2016/4/20,2022/4/26,-,US,5,G01N21/00 | G01N21/64 | G01N33/28 | C08G69/24 | G01N21/85 | C09K8/588,11,11,2,0,9,7,0,0,0,7,0,3,7,授权,授权发明
US20200387650A1,2019/12/20,2020/12/10,CN,CN,2,G06F30/23,3,11,0,17,0,2,28,17,17,2,28,1,2,撤回-视为撤回,发明申请
AU2020100760A4,2020/5/15,2020/6/18,-,AU,8,E21B49/00,4,16,0,1,0,3,14,1,1,3,1,1,1,授权,实用新型
US20190031578A1,2017/2/2,2019/1/31,US,US,1,C07C2/76,19,7,1,0,0,3,1,0,0,3,1,1,3,授权,发明申请
GB202209351D0,2022/6/27,2022/8/10,CN,CN,-,-,9,34,0,3,0,2,5,3,3,2,5,4,2,授权,发明申请
GB2612399A,2022/6/27,2023/5/3,CN,CN,10,E21B43/26 | E21B43/267,9,34,4,0,0,2,5,0,0,2,5,4,2,授权,发明申请
US11578018B1,2022/1/27,2023/2/14,KR,KR,7,C07C2/84 | C07C7/144 | C07C7/04 | C01B3/44 | C01B3/40,18,14,2,0,7,2,0,0,0,2,0,1,2,授权,授权发明
CA2943638A1,2015/12/31,2016/5/26,CN | CN,CN | CN,3,E21B7/04,9,33,0,2,0,4,54,2,2,4,10,2,2,授权,发明申请
US20180156018A1,2015/11/12,2018/6/7,PL,PL,1,E21B43/247,8,5,3,0,0,5,0,0,0,5,0,1,5,撤回-视为撤回,发明申请
US20210395169A1,2021/6/21,2021/12/23,US,US,2,C07C5/327 | C07C7/04,25,16,0,0,0,2,0,0,0,1,0,1,1,授权,发明申请
US11434184B2,2021/6/21,2022/9/6,US,US,2,C07C5/327 | C07C7/04,25,15,1,0,0,2,0,0,0,1,0,1,1,授权,授权发明
EP3128125A1,2015/4/3,2017/2/8,KR | KR,KR | KR,3,E21B43/263 | E21B43/26,16,15,0,0,0,6,17,0,0,6,16,1,4,撤回-主动撤回,发明申请
EP3128125A4,2015/4/3,2017/12/13,KR | KR,KR | KR,3,E21B43/263 | E21B43/26,16,15,2,0,0,6,17,0,0,6,16,1,4,撤回-主动撤回,发明申请
US20190204223A1,2016/4/20,2019/7/4,-,US,5,G01N21/64 | G01N21/85 | C08G69/24,12,11,0,0,0,7,0,0,0,7,0,3,7,授权,发明申请
US9932808B2,2015/6/11,2018/4/3,US,US,1,E21B43/16,25,24,16,12,2,3,25,6,9,3,25,1,3,授权 | 许可,授权发明
US20190241791A1,2018/4/13,2019/8/8,CN,CN,2,C09K8/48 | C09K8/20,21,9,3,20,0,3,25,20,20,3,20,1,1,授权,发明申请
US10407608B2,2018/4/13,2019/9/10,CN,CN,2,C09K8/48 | C09K8/20,7,9,4,0,0,3,25,0,0,3,20,1,1,授权,授权发明
GB2612399B,2022/6/27,2024/1/10,CN,CN,10,E21B43/26 | E21B43/267,9,27,4,0,0,2,5,0,0,2,5,4,2,授权,授权发明
EP3146147B1,2015/5/22,2019/7/24,AU,AU,1,E21B43/08 | E21B43/10 | E21B33/12 | E21B43/16 | E21B43/25 | E21B43/12 | E21B43/26 | E21B43/38,13,38,9,0,0,16,10,0,0,16,10,1,16,授权,授权发明
CA2952995A1,2015/5/22,2015/11/26,AU,AU,1,E21B43/08 | E21B33/12 | E21B43/10 | E21B43/16 | E21B43/25,43,57,0,0,0,16,10,0,0,16,10,1,16,权利终止,发明申请
WO2015176139A1,2015/5/22,2015/11/26,AU,AU,1,E21B43/08 | E21B43/10 | E21B33/12 | E21B43/16 | E21B43/25,43,60,6,2,1,16,10,2,2,16,10,1,16,PCT进入指定国（指定期满）,发明申请
EP3146147A1,2015/5/22,2017/3/29,AU,AU,1,E21B43/08 | E21B43/10 | E21B33/12 | E21B43/16 | E21B43/25,43,60,0,0,0,16,10,0,0,16,10,1,16,授权,发明申请
EP3146147A4,2015/5/22,2017/7/19,AU,AU,1,E21B43/08 | E21B43/10 | E21B33/12 | E21B43/16 | E21B43/25,43,60,2,0,1,16,10,0,0,16,10,1,16,授权,发明申请
AU2015263771A1,2015/5/22,2017/1/12,AU,AU,1,E21B43/16 | E21B43/25 | E21B43/08 | E21B33/12 | E21B43/10,43,55,7,0,0,16,10,0,0,16,10,1,16,授权,发明申请
US20220252492A1,2022/1/25,2022/8/11,CN,CN,4,G01N7/04 | G01N33/24,10,21,0,2,0,2,4,2,2,2,4,1,2,实质审查,发明申请
WO2015191864A1,2015/6/11,2015/12/17,US,US,1,E21B43/16 | E21B43/25,25,48,0,6,1,3,25,6,6,3,25,1,3,PCT进入指定国（指定期满）,发明申请
AU2015263771B2,2015/5/22,2019/5/23,AU,AU,1,E21B43/08 | E21B33/12 | E21B43/10 | E21B43/16 | E21B43/25,18,54,1,0,0,16,10,0,0,16,10,1,16,授权,授权发明
AU2015263771B9,2015/5/22,2019/10/3,AU,AU,1,E21B43/08 | E21B33/12 | E21B43/10 | E21B43/16 | E21B43/25,18,54,1,0,0,16,10,0,0,16,10,1,16,授权,授权发明
US20200308088A1,2020/3/27,2020/10/1,US | US,US | US,2,C07C5/333 | C07C2/06 | C10L3/10,20,20,0,2,0,5,2,2,2,3,2,1,3,授权 | 许可,发明申请
US11339104B2,2020/3/27,2022/5/24,US | US,US | US,2,C07C5/333 | C07C2/06 | C10L3/10 | C10G5/00 | C07C11/02,20,21,7,0,2,5,2,0,0,3,2,1,3,授权 | 许可,授权发明
US20190284920A1,2019/6/7,2019/9/19,AU | AU,AU | AU,3,E21B43/38 | E21B43/25 | E21B43/16 | E21B43/12 | C09K8/94 | C09K8/594,32,19,1,6,0,8,14,6,6,6,12,1,5,授权,发明申请
US10386529B2,2015/11/18,2019/8/20,US,US,4,G01V3/38 | G01V11/00 | G01V3/30 | G01F1/74,16,24,24,1,13,3,35,1,1,2,35,1,2,授权,授权发明
US20200224075A1,2020/1/6,2020/7/16,CN,CN,9,C09K8/38 | B01F3/04,12,10,0,2,0,2,10,2,2,2,10,1,2,授权,发明申请
US20150129159A1,2013/11/14,2015/5/14,-,US,1,G01N33/00 | F28D15/00,20,8,13,9,0,1,10,8,8,1,10,1,1,授权,发明申请
US9702632B2,2013/11/14,2017/7/11,-,US,1,E21B43/00 | G01N33/22 | F28D15/00 | E21B43/24 | E21B43/34 | F03G7/04 | E21B36/00,20,8,13,1,0,1,10,0,0,1,10,1,1,授权,授权发明
US20200225384A1,2020/4/1,2020/7/16,CN,CN,6,G01V99/00 | E21B49/00,10,13,0,2,0,3,20,2,2,3,5,1,1,授权,发明申请
US10761241B2,2020/4/1,2020/9/1,CN,CN,6,G01V99/00 | E21B49/00 | E21B43/26,7,14,13,3,6,3,20,3,3,3,5,1,1,授权,授权发明
WO2017136490A1,2017/2/2,2017/8/10,US,US,1,C07C2/86,19,18,7,1,2,3,1,1,1,3,1,2,3,PCT进入指定国（指定期满）,发明申请
US10532962B2,2017/2/2,2020/1/14,US,US,1,C07C2/76 | C07C51/363,19,8,16,0,11,3,1,0,0,3,1,1,3,授权,授权发明
US20160139293A1,2015/11/18,2016/5/19,US,US,4,G01V3/38 | G01V11/00,20,23,7,28,0,3,35,15,24,2,35,1,2,授权,发明申请
US20230031116A1,2022/9/27,2023/2/2,-,US,5,G01V99/00 | E21B49/00,7,17,0,9,0,1,9,9,9,1,9,1,1,实质审查,发明申请
US20140000358A1,2012/6/27,2014/1/2,-,US,2,E21B47/06,35,16,8,7,0,5,13,4,4,5,13,1,5,授权,发明申请
US9016119B2,2012/6/27,2015/4/28,-,US,2,E21B47/10 | E21B47/06 | E21B49/00,35,16,13,3,3,5,13,2,2,5,13,1,5,授权,授权发明
AU2019204228A1,2019/6/17,2019/7/4,AU | AU,AU | AU,3,E21B43/25 | C09K8/594 | C09K8/94 | E21B43/00 | E21B43/12 | E21B43/16 | E21B43/38,38,38,0,2,0,8,14,2,2,6,2,1,1,授权,发明申请
CA2943638C,2015/12/31,2018/5/22,CN | CN,CN | CN,3,E21B7/04,7,32,0,0,0,4,54,0,0,4,10,2,2,授权,授权发明
WO2020205472A1,2020/3/27,2020/10/8,US | US,US | US,2,F25J3/08,18,46,3,0,0,5,2,0,0,3,2,1,3,PCT未进入指定国（指定期满）,发明申请
US20200255750A1,2018/8/10,2020/8/13,US,US,4,C10G45/68 | C10G69/06 | C10G9/36,20,12,0,1,0,6,1,1,1,6,1,1,6,授权,发明申请
US11041127B2,2018/8/10,2021/6/22,US,US,4,C10G45/68 | C10G69/06 | C10G9/36 | C10G47/18,9,12,18,0,3,6,1,0,0,6,1,1,6,授权,授权发明
US9783725B1,2017/4/17,2017/10/10,CN | CN,CN | CN,12,C09K8/12 | C09K8/035,19,26,14,12,1,12,103,5,10,12,12,1,1,授权,授权发明
US9790417B1,2017/4/17,2017/10/17,CN | CN,CN | CN,16,C09K8/12 | C09K8/035,20,25,15,2,3,12,103,2,2,12,2,1,1,授权,授权发明
US20170335163A1,2017/4/17,2017/11/23,CN | CN,CN | CN,15,C09K8/12 | C09K8/035,19,27,6,9,1,12,103,6,7,12,10,1,1,授权,发明申请
US9834717B1,2017/4/17,2017/12/5,CN | CN,CN | CN,15,C09K8/12 | C09K8/035,19,25,15,1,3,12,103,1,1,12,10,1,1,授权,授权发明
US9783726B1,2017/4/17,2017/10/10,CN | CN,CN | CN,12,C09K8/08 | C09K8/28,20,28,15,5,0,12,103,1,5,12,5,1,1,授权,授权发明
US20170037716A1,2015/4/8,2017/2/9,CZ,CZ,1,E21B43/24 | C09K8/592,32,18,9,14,0,3,28,4,8,3,28,1,3,撤回-视为撤回,发明申请
EP3199497A1,2016/6/10,2017/8/2,PL,PL,6,C02F9/00 | C02F1/52 | C02F1/38 | C02F1/72 | C02F1/66 | C02F103/10,1,5,7,0,0,2,0,0,0,2,0,2,2,撤回-视为撤回,发明申请
WO2016081669A1,2015/11/19,2016/5/26,US | US,US | US,4,G01V3/00 | G01V3/02 | G01V3/12 | G01V3/20 | G01V3/30 | G01N27/02 | E21B49/00,20,42,5,6,0,3,35,2,3,2,35,4,2,PCT未进入指定国（指定期满）,发明申请
US8697759B1,2013/3/8,2014/4/15,US,US,2,C07C27/06,18,6,22,1,15,12,16,1,1,11,16,1,11,授权,授权发明
US20140100391A1,2013/3/8,2014/4/10,US,US,2,C07C41/09 | C07C29/151,18,6,1,8,0,12,16,3,3,11,16,1,11,授权,发明申请
EP3199498A1,2016/6/10,2017/8/2,PL,PL,6,C02F9/00 | C02F1/38 | C02F1/52 | C02F1/66 | C02F1/72 | C02F1/68,2,5,12,0,0,2,0,0,0,2,0,2,2,撤回-视为撤回,发明申请
US10738586B2,2019/6/7,2020/8/11,AU | AU,AU | AU,3,E21B43/34 | E21B43/12 | C09K8/94 | E21B43/16 | E21B43/38 | E21B43/32 | E21B43/00 | E21B43/25 | C09K8/594,26,19,6,1,2,8,14,1,1,6,12,1,5,授权,授权发明
US20170247270A1,2015/10/2,2017/8/31,AU,AU,4,C02F1/52 | E21B43/26 | E21B21/00,22,12,5,3,0,4,6,0,2,4,6,1,4,撤回-视为撤回,发明申请
CA2867580A1,2014/10/14,2015/4/15,KR | KR,KR | KR,3,E21B47/00 | E21B44/00,19,58,0,9,0,2,13,5,8,2,13,1,2,授权,发明申请
WO2014003913A1,2013/5/20,2014/1/3,US,US,2,E21B49/08 | E21B47/00,35,31,5,3,0,5,13,1,3,5,13,6,5,PCT进入指定国（指定期满）,发明申请
GB201415786D0,2013/5/20,2014/10/22,US | WO,US | WO,-,-,35,1,0,0,0,5,13,0,0,5,13,1,5,授权,发明申请
CA2866892A1,2013/5/20,2014/1/3,US,US,2,E21B49/08 | E21B47/00,35,32,0,0,0,5,13,0,0,5,13,1,5,授权,发明申请
GB2518973A,2013/5/20,2015/4/8,US | WO,US | WO,2,E21B47/06 | E21B49/00,35,1,9,0,0,5,13,0,0,5,13,1,5,授权,发明申请
GB2518973B,2013/5/20,2015/7/15,US,US,2,E21B47/06 | E21B49/00,35,28,5,0,0,5,13,0,0,5,13,1,5,授权,授权发明
CA2866892C,2013/5/20,2019/10/22,US,US,2,E21B49/08 | E21B47/00,35,30,0,0,0,5,13,0,0,5,13,1,5,授权,授权发明
CA2867583A1,2014/10/14,2015/4/15,KR | KR,KR | KR,3,E21B49/00 | E21B44/00 | E21B47/00,19,58,0,12,0,3,30,7,7,3,12,1,1,授权,发明申请
EP2631422A3,2013/2/25,2015/10/7,PL,PL,6,E21B41/00 | E21B43/00 | E21B43/26 | E21B43/16 | E21B43/30,7,3,4,0,0,2,45,0,0,2,45,1,2,撤回-视为撤回,发明申请
EP2631422A2,2013/2/25,2013/8/28,PL,PL,6,E21B41/00 | E21B43/00 | E21B43/26 | E21B43/16 | E21B43/30,7,12,4,44,0,2,45,7,20,2,45,1,2,撤回-视为撤回,发明申请
CA2867580C,2014/10/14,2019/7/2,KR | KR,KR | KR,3,E21B47/00 | E21B44/00,21,56,0,0,0,2,13,0,0,2,13,1,2,授权,授权发明
US20190234856A1,2017/9/6,2019/8/1,CN,CN,4,G01N15/08 | G01N33/24,5,14,0,37,0,3,74,34,35,3,74,1,3,授权,发明申请
US10801942B2,2017/9/6,2020/10/13,CN,CN,4,G01N15/08 | G01N33/24 | E21B49/02,5,14,12,3,0,3,74,1,1,3,74,1,3,授权,授权发明
CA2867583C,2014/10/14,2020/3/24,KR | KR,KR | KR,3,E21B49/00 | E21B44/00 | E21B47/00,21,58,0,0,0,3,30,0,0,3,12,1,1,授权,授权发明
EP3446116B1,2016/4/20,2023/8/9,-,EP,5,G01N33/28 | G01N21/64,10,16,2,0,10,7,0,0,0,7,0,3,7,授权 | 权利转移,授权发明
US20140014558A1,2013/7/12,2014/1/16,US,US,1,C10G1/00,11,12,4,3,0,6,3,3,3,6,3,1,6,授权 | 许可 | 权利转移,发明申请
US20220281782A1,2022/5/18,2022/9/8,US | US,US | US,2,C07C5/333 | C07C2/06 | C10L3/10,20,21,2,0,0,5,2,0,0,3,2,1,3,实质审查,发明申请
WO2019036291A1,2018/8/10,2019/2/21,US,US,4,C07C5/32 | C10G9/36 | C10G47/18 | F25J3/02 | C07C6/02 | C10G65/10 | C10G69/06 | C10G69/14 | C10G45/68,20,31,4,0,0,6,1,0,0,6,1,2,6,PCT进入指定国（指定期满）,发明申请
US10287475B1,2018/7/24,2019/5/14,-,US,2,C09K8/12 | E21B43/20 | E21B21/00 | C08G69/28,18,14,2,15,0,2,15,10,15,2,15,1,2,未缴年费,授权发明
US20160251578A1,2014/5/13,2016/9/1,WO | TR | TR,WO | TR | TR,1,C10B53/06 | C10G1/00 | C10B57/16 | C10L3/10 | C10B47/02 | C10G1/02 | C10L3/08,2,35,4,4,0,32,19,1,3,30,13,1,27,撤回-视为撤回,发明申请
US10934467B2,2020/1/6,2021/3/2,CN,CN,9,C09K8/38 | B01F3/04,11,10,8,1,4,2,10,1,1,2,10,1,2,授权,授权发明
AU2014332591A1,2014/5/13,2016/5/12,TR | WO | TR,TR | WO | TR,1,C12G1/02 | C10B53/06,5,87,1,0,0,32,19,0,0,30,13,1,27,撤回-视为撤回,发明申请
WO2015053724A1,2014/5/13,2015/4/16,WO | TR | TR,WO | TR | TR,1,C12G1/02 | C10B53/06,5,90,5,4,0,32,19,0,2,30,13,1,27,PCT进入指定国（指定期满）,发明申请
EP3055404A1,2014/5/13,2016/8/17,WO | TR | TR,WO | TR | TR,1,C12G1/02 | C10B53/06,5,90,0,0,0,32,19,0,0,30,13,1,27,撤回-视为撤回,发明申请
US20140275687A1,2014/3/10,2014/9/18,US | US,US | US,2,B01J19/10 | C07C2/56,11,13,0,14,0,3,14,12,12,1,14,2,1,撤回-视为撤回,发明申请
US9458385B2,2013/7/12,2016/10/4,US,US,1,C10G1/00 | C10G9/02 | C10G1/02 | C10B53/06 | C10G19/073 | C10G19/067,6,14,43,0,37,6,3,0,0,6,3,1,6,授权 | 许可 | 权利转移,授权发明
US20210003727A1,2019/9/24,2021/1/7,CN,CN,3,G01V1/28 | G01V1/50 | G06F17/50,2,14,0,34,0,2,65,31,31,2,65,1,2,授权,发明申请
US11391854B2,2019/9/24,2022/7/19,CN,CN,3,G06F30/23 | G01V1/28 | G01V1/50,2,15,14,0,0,2,65,0,0,2,65,1,2,授权,授权发明
WO2015053721A1,2013/10/11,2015/4/16,-,WO,1,C10G1/02 | C10B53/06,19,99,3,6,0,32,19,3,4,30,6,1,1,PCT未进入指定国（指定期满）,发明申请
CA2926956A1,2014/5/13,2015/4/16,WO | TR | TR,WO | TR | TR,1,C12G1/02 | C10B53/06,2,89,0,0,0,32,19,0,0,30,13,1,27,权利终止,发明申请
WO2015155589A1,2015/4/8,2015/10/15,CZ,CZ,1,E21B43/24 | E21B43/243,32,52,6,13,0,3,28,8,11,3,28,1,3,PCT进入指定国（指定期满）,发明申请
US9790415B1,2017/4/17,2017/10/17,CN,CN,13,C09K8/035 | C08F222/38 | C09K8/24,20,13,8,20,1,2,41,9,18,2,41,1,2,授权,授权发明
WO2016049709A1,2015/10/2,2016/4/7,AU,AU,4,C02F1/52 | C02F1/58,22,31,2,3,0,4,6,3,3,4,6,1,4,PCT进入指定国（指定期满）,发明申请
AU2015327771A1,2015/10/2,2017/5/18,AU,AU,4,C02F1/52 | C02F1/58,22,28,0,0,0,4,6,0,0,4,6,1,4,撤回-视为撤回,发明申请
AU2013330420B2,2013/9/6,2016/10/27,US | US,US | US,2,C07C29/151 | C07C31/04,14,16,5,0,1,12,16,0,0,11,16,1,11,权利终止,授权发明
WO2014058549A1,2013/9/6,2014/4/17,US | US,US | US,2,C07C29/151 | C07C31/04,14,18,5,3,1,12,16,0,0,11,16,1,11,PCT进入指定国（指定期满）,发明申请
EP2906523B1,2013/9/6,2016/11/16,US | US,US | US,2,C07C29/151 | C07C31/04,14,13,9,0,3,12,16,0,0,11,16,1,11,权利终止,授权发明
AU2013330420A1,2013/9/6,2015/4/9,US | US,US | US,2,C07C29/151 | C07C31/04,14,15,0,0,0,12,16,0,0,11,16,1,11,权利终止,发明申请
EP2906523A1,2013/9/6,2015/8/19,US | US,US | US,2,C07C29/151 | C07C31/04,14,18,0,0,0,12,16,0,0,11,16,1,11,权利终止,发明申请
CA2886004A1,2013/9/6,2014/4/17,US | US,US | US,2,C07C29/151 | C07C31/04,14,16,0,0,0,12,16,0,0,11,16,1,11,授权,发明申请
AU2019204228B2,2019/6/17,2020/7/23,AU | AU,AU | AU,3,E21B43/25 | C09K8/594 | C09K8/94 | E21B43/00 | E21B43/12 | E21B43/16 | E21B43/38,23,35,6,0,0,8,14,0,0,6,2,1,1,授权,授权发明
EP3444319A1,2018/8/7,2019/2/20,EP,EP,1,C10B53/06 | C10B47/20 | C10G1/02 | C10G1/06,18,18,9,4,7,3,4,1,4,3,4,1,3,授权,发明申请
EP3444319B1,2018/8/7,2020/12/2,EP,EP,1,C10B53/06 | C10B47/20 | C10G1/02 | C10G1/06,18,22,9,0,3,3,4,0,0,3,4,1,3,授权,授权发明
CA3004846A1,2015/11/12,2016/5/19,PL,PL,1,E21B43/243,4,9,0,0,0,5,0,0,0,5,0,1,5,权利终止,发明申请
WO2016076739A4,2015/11/12,2017/1/5,PL,PL,1,E21B43/243,4,3,3,0,0,5,0,0,0,5,0,1,5,PCT进入指定国（指定期满）,发明申请
WO2014011953A1,2013/7/12,2014/1/16,US,US,1,C10G1/02 | C10G19/073,11,28,5,0,0,6,3,0,0,6,3,1,6,PCT进入指定国（指定期满）,发明申请
CA2878630A1,2013/7/12,2014/1/16,US,US,1,C10G1/02 | C10G19/073,11,27,0,0,0,6,3,0,0,6,3,1,6,权利终止 | 权利转移,发明申请
WO2016076739A2,2015/11/12,2016/5/19,PL,PL,1,-,4,8,3,0,0,5,0,0,0,5,0,1,5,PCT进入指定国（指定期满）,发明申请
EP3218576A2,2015/11/12,2017/9/20,PL,PL,1,E21B43/243,4,1,0,0,0,5,0,0,0,5,0,1,5,撤回-视为撤回,发明申请
WO2016076739A3,2015/11/12,2016/11/10,PL,PL,1,E21B43/243,4,4,3,0,0,5,0,0,0,5,0,1,5,PCT进入指定国（指定期满）,发明申请
GB668808A,1950/9/14,1952/3/19,US,US,-,C10G1/02 | C10G1/00,5,9,0,4,0,1,4,0,1,1,4,1,1,期限届满,授权发明
US20170350221A1,2014/12/17,2017/12/7,CZ,CZ,1,E21B43/16 | E21B43/24 | E21B34/06 | E21B33/122 | E21B23/06 | E21B19/22 | E21B17/20 | C09K8/594 | E21B47/06 | C09K8/592,21,11,3,3,0,5,8,2,2,5,8,1,5,撤回-视为撤回,发明申请
US20120065887A1,2010/9/13,2012/3/15,-,US,1,G01V5/04 | G06F19/00 | G01V3/18,13,7,3,9,0,9,22,1,3,9,22,1,9,授权,发明申请
US8626447B2,2010/9/13,2014/1/7,-,US,1,G01V5/00 | G01V5/04 | G01N15/08,13,8,12,1,10,9,22,0,0,9,22,1,9,授权,授权发明
US20170292373A1,2016/4/7,2017/10/12,-,US,2,E21B49/00 | E21B49/06 | G06F17/11 | E21B43/26,18,39,2,4,0,1,4,2,2,1,4,1,1,授权,发明申请
US10329905B2,2016/4/7,2019/6/25,-,US,2,G06F17/50 | E21B49/00,19,39,16,0,31,1,4,0,0,1,4,1,1,授权,授权发明
US20150345033A1,2013/6/26,2015/12/3,AU,AU,2,C25B1/26 | C01B7/07 | C25B9/10 | C25B1/02 | B01D5/00 | C25B9/23,26,8,10,3,0,21,27,1,1,21,27,1,21,未缴年费,发明申请
US10221491B2,2013/6/26,2019/3/5,AU,AU,2,C01B7/03 | C01B7/07 | C25B1/46 | C25B1/02 | C25B1/26 | C25B15/08 | B01D5/00 | C25B9/10 | C25B9/23,19,9,25,8,1,21,27,2,8,21,27,1,21,未缴年费,授权发明
US20160368766A1,2016/6/17,2016/12/22,US,US,3,C01B3/34 | C10J3/82,20,15,0,0,0,5,1,0,0,5,1,1,5,授权,发明申请
US9630840B2,2016/6/17,2017/4/25,US,US,3,B01J8/06 | B01J8/00 | B01J3/00 | C01B3/34 | C10J3/82,20,16,6,0,3,5,1,0,0,5,1,1,5,授权,授权发明
WO2016205664A1,2016/6/17,2016/12/22,US,US,3,C10K1/06 | C10K3/04 | C01B3/38 | C10J3/00,44,36,3,0,0,5,1,0,0,5,1,3,5,PCT进入指定国（指定期满）,发明申请
CA2989997A1,2016/6/17,2016/12/22,US,US,3,C10K1/06 | C01B3/38 | C10J3/00 | C10K3/04,44,35,0,0,0,5,1,0,0,5,1,1,5,授权,发明申请
EP3310882A1,2016/6/17,2018/4/25,US,US,3,C10K1/06 | C10K3/04 | C01B3/38 | C10J3/00,44,1,0,0,0,5,1,0,0,5,1,1,5,撤回-视为撤回,发明申请
CA2989997C,2016/6/17,2021/3/30,US,US,3,C10K1/06 | C01B3/38 | C10J3/00 | C10K3/04,44,34,0,0,0,5,1,0,0,5,1,1,5,授权,授权发明
CA2924938C,2013/9/25,2022/8/2,-,CA,5,G01V1/36,8,44,0,0,0,4,9,0,0,4,9,2,4,授权,授权发明
US20240044823A1,2023/9/29,2024/2/8,CN,CN,3,G01N23/2251 | G01N15/08 | G01N33/24,3,29,7,0,1,3,2,0,0,3,2,1,3,实质审查,发明申请
CA2908788A1,2014/9/30,2015/7/16,CN,CN,6,B01D53/78 | B01D53/50,9,34,0,0,0,11,61,0,0,10,61,1,10,权利终止,发明申请
US2466593A,1944/1/17,1949/4/5,-,US,1,C10G1/00 | C10G1/02,5,5,15,8,0,1,8,2,3,1,8,1,1,期限届满,授权发明
US20220373987A1,2022/5/19,2022/11/24,CN,CN,2,G05B19/042,11,18,0,4,0,2,7,4,4,2,7,1,2,实质审查,发明申请
WO2013120260A1,2012/2/15,2013/8/22,-,WO,12,E21B43/17,10,50,6,2,4,3,21,1,1,3,21,15,3,PCT进入指定国（指定期满）,发明申请
US2435746A,1943/11/13,1948/2/10,-,US,1,C10G1/02 | C10G1/00,8,5,10,15,0,1,15,1,1,1,15,1,1,期限届满,授权发明
US20190153842A1,2017/6/16,2019/5/23,EP,EP,1,E21B43/26 | E21B43/14 | E21B33/127,13,12,6,0,0,8,0,0,0,8,0,1,8,授权,发明申请
US20180321416A1,2016/10/18,2018/11/8,US,US,1,G01V3/38 | G01V3/32,20,16,0,24,0,5,38,16,20,5,38,1,5,授权,发明申请
US11187825B2,2016/10/18,2021/11/30,US,US,1,G01V3/38 | G01V3/32 | G01R33/44,20,17,14,0,17,5,38,0,0,5,38,1,5,授权,授权发明
WO2016041189A1,2014/9/19,2016/3/24,-,WO,1,E21B49/00,20,30,5,194,0,2,267,17,136,2,267,1,2,PCT进入指定国（指定期满）,发明申请
CA2762498A1,2011/12/20,2012/11/11,US | US,US | US,2,E21B43/24,40,110,0,0,0,17,293,0,0,13,4,2,2,未缴年费,发明申请
AU2011302598B2,2011/7/15,2015/4/16,US,US,1,G06F19/00,13,16,1,0,0,9,22,0,0,9,22,1,9,权利终止,授权发明
EP2616978A1,2011/7/15,2013/7/24,US,US,1,G06F19/00,13,17,0,0,0,9,22,0,0,9,22,1,9,撤回-视为撤回,发明申请
CA2809969A1,2011/7/15,2012/3/22,US,US,1,G01V11/00 | G06F19/00,13,17,0,0,0,9,22,0,0,9,22,1,9,授权,发明申请
WO2012036783A1,2011/7/15,2012/3/22,US,US,1,G06F19/00,13,17,4,1,0,9,22,0,0,9,22,2,9,PCT进入指定国（指定期满）,发明申请
CA2809969C,2011/7/15,2019/1/15,US,US,1,G01V11/00,13,18,0,0,0,9,22,0,0,9,22,1,9,授权,授权发明
WO2016097845A1,2015/12/17,2016/6/23,CZ,CZ,1,E21B43/16 | E21B47/10,21,28,7,5,0,5,8,2,5,5,8,1,5,PCT进入指定国（指定期满）,发明申请
CA2971146A1,2015/12/17,2016/6/23,CZ,CZ,1,E21B43/16 | E21B43/22 | E21B43/24 | E21B47/06 | E21B47/10,21,27,0,0,0,5,8,0,0,5,8,1,5,权利终止,发明申请
WO2023246380A1,2023/5/16,2023/12/28,CN,CN,10,G06F30/27 | E21B43/12,10,33,3,0,0,2,0,0,0,2,0,1,2,PCT未进入指定国（指定期内）,发明申请
WO2020085617A1,2019/7/18,2020/4/30,KR,KR,2,G06N3/08 | G06N3/04,6,22,5,3,2,2,14,3,3,2,14,1,2,PCT未进入指定国（指定期满）,发明申请
AU2011302598A1,2011/7/15,2013/3/21,US,US,1,G06F19/00,13,15,1,0,0,9,22,0,0,9,22,1,9,权利终止,发明申请
US8215164B1,2012/1/2,2012/7/10,-,US,7,E21B47/06 | E21B47/10,17,29,60,68,7,1,68,14,36,1,68,1,1,未缴年费 | 权利转移,授权发明
EP2867388A1,2013/6/26,2015/5/6,AU,AU,2,C25B1/00 | C01B7/03 | C25B9/23,26,25,0,0,0,21,27,0,0,21,27,1,21,权利终止,发明申请
WO2014000030A1,2013/6/26,2014/1/3,AU,AU,2,C25B1/00 | C01B7/03 | C25B9/23,26,25,6,5,1,21,27,0,4,21,27,1,21,PCT进入指定国（指定期满）,发明申请
AU2013284339B2,2013/6/26,2017/4/6,AU,AU,2,C25B1/00 | C01B7/03 | C25B9/23,26,21,8,0,0,21,27,0,0,21,27,1,21,权利终止,授权发明
CA2877596A1,2013/6/26,2014/1/3,AU,AU,2,C01B7/03 | C25B1/00 | C25B9/23,26,21,0,0,0,21,27,0,0,21,27,1,21,权利终止,发明申请
